transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_033020.1	49.52	83.04	28.71	101.78	123.49	183.04	175.58	127.51	125.69	72.09	126.08
Smp_033020.2	8.92	9.24	14.10	34.20	16.34	6.62	14.16	6.90	14.45	3.28	12.47
Smp_033040.1	0.46	0.18	0.84	13.97	42.68	142.46	268.87	167.98	244.99	27.02	248.31
Smp_033050.1	52.27	53.38	42.18	68.24	74.05	69.64	76.58	48.40	47.84	29.11	58.92
Smp_033050.2	1.04	0.00	9.39	18.49	31.30	18.85	18.98	19.10	21.79	2.34	8.71
Smp_033050.3	1.94	1.57	14.02	39.36	18.00	5.21	7.20	4.08	6.70	0.51	5.25
Smp_033110.1	7.37	5.02	15.87	19.23	14.05	6.69	6.79	4.19	4.38	1.37	6.02
Smp_033140.1	18.82	10.76	30.57	30.67	69.12	39.12	38.74	38.37	42.29	26.30	49.40
Smp_033210.1	19.54	22.06	15.29	18.92	25.07	54.06	42.09	39.56	42.58	18.87	37.28
Smp_033210.2	2.41	3.04	10.03	21.72	25.04	10.53	10.51	7.18	7.15	4.21	5.98
Smp_033250.1	0.00	0.00	0.00	0.09	0.06	0.25	0.47	403.46	82.37	1102.57	12.60
Smp_033260.1	119.54	71.72	83.51	147.78	138.95	78.05	70.56	60.67	57.29	60.30	66.20
Smp_033330.1	6.29	5.83	36.97	150.60	342.24	246.03	274.60	187.49	217.69	57.02	227.82
Smp_033350.1	25.64	36.14	16.44	35.82	81.57	52.09	50.81	52.21	48.95	31.72	44.13
Smp_033380.1	0.02	0.01	0.00	0.16	0.02	0.04	0.02	0.01	0.01	0.02	0.03
Smp_033400.1	20.19	12.18	327.57	94.44	16.25	8.48	11.30	8.32	9.24	8.36	8.25
Smp_033400.2	1477.90	1331.08	11764.83	2452.10	199.68	885.56	941.72	838.92	899.40	626.86	839.25
Smp_033530.1	117.13	77.06	425.68	181.96	277.32	403.14	381.34	349.28	388.31	197.49	387.72
Smp_033540.1	147.70	308.71	65.99	126.54	144.53	292.22	277.19	269.55	285.71	230.94	289.73
Smp_033590.1	8.73	7.66	28.17	24.40	21.03	7.58	6.25	5.61	5.14	3.13	4.81
Smp_033600.1	22.54	11.67	25.58	43.65	93.23	63.36	53.20	55.58	48.39	34.06	51.74
Smp_033610.1	18.13	16.95	55.45	14.11	4.41	10.81	10.84	10.00	10.80	8.03	11.11
Smp_033620.1	17.21	20.25	46.24	119.43	165.64	215.32	224.72	215.24	228.65	191.57	225.69
Smp_033660.1	21.18	18.13	19.41	22.61	36.24	32.90	28.60	28.18	28.42	13.62	29.12
Smp_033670.1	706.75	627.91	900.62	389.53	325.44	637.86	649.55	589.17	623.11	381.52	559.68
Smp_033680.1	68.99	88.90	51.37	37.44	55.03	64.02	53.42	46.24	43.31	38.27	53.47
Smp_033700.1	9.74	29.78	5.38	8.01	11.02	19.39	13.91	13.55	9.10	13.06	7.78
Smp_033700.2	0.00	0.00	0.00	0.17	0.35	0.00	0.00	0.00	0.38	0.10	0.00
Smp_033710.1	470.48	751.64	259.04	268.41	336.42	288.24	238.61	241.31	221.56	138.71	203.94
Smp_033760.1	145.73	288.29	120.28	187.72	252.33	154.40	124.44	107.79	102.13	74.82	85.84
Smp_033770.1	7.62	7.63	19.44	59.40	49.84	57.40	59.77	46.03	45.87	26.23	43.28
Smp_033870.1	1.61	2.78	10.09	39.42	61.65	20.43	23.60	24.94	30.31	7.25	43.92
Smp_033930.1	42.98	4.14	44.35	51.10	6.88	2.56	2.25	2.87	2.74	3.17	2.90
Smp_033930.2	1.09	0.10	1.05	2.13	0.24	0.31	0.28	0.48	0.67	0.19	0.20
Smp_033950.1	35.86	54.02	32.77	67.84	70.76	51.16	38.90	42.78	37.80	15.66	35.54
Smp_033970.1	102.89	67.29	61.82	37.32	97.03	120.18	125.39	94.47	99.32	46.09	86.48
Smp_033990.1	31.54	36.63	21.10	22.74	33.67	53.36	52.01	42.77	44.94	48.08	47.15
Smp_034000.1	44.47	29.95	89.54	92.40	104.98	55.07	47.17	38.90	37.71	16.27	37.02
Smp_034080.1	0.05	0.04	0.74	2.48	5.65	3.34	2.15	2.58	1.57	1.74	1.32
Smp_034090.1	3.35	2.31	12.37	40.23	18.66	8.82	8.15	6.53	6.56	3.08	7.34
Smp_034100.1	0.00	0.00	92.92	134.22	47.45	43.87	35.92	38.56	41.70	34.66	37.96
Smp_034120.1	140.23	45.19	180.29	442.11	258.60	182.10	167.46	141.50	159.35	38.55	134.24
Smp_034120.2	15.32	8.82	52.13	103.77	71.51	38.96	31.71	37.06	38.27	3.68	17.65
Smp_034120.3	23.86	6.17	25.00	30.06	29.46	53.27	70.95	70.60	82.75	16.64	80.95
Smp_034190.1	294.32	371.13	209.95	236.44	276.99	338.50	273.87	201.99	213.91	254.77	250.79
Smp_034270.1	14.82	14.54	18.91	22.98	61.69	43.25	37.22	34.13	34.56	9.60	26.44
Smp_034300.1	2.04	0.98	12.05	27.96	20.15	4.33	4.65	4.37	4.42	1.53	4.77
Smp_034300.2	0.12	0.03	3.32	2.24	2.45	1.84	0.91	1.30	0.91	0.21	0.40
Smp_034400.1	6.46	6.45	20.20	19.33	27.31	33.89	31.71	28.46	31.15	15.15	31.91
Smp_034410.1	19.55	27.68	112.36	91.99	152.75	342.49	381.91	468.93	608.54	163.55	742.39
Smp_034420.1	111.33	54.19	754.80	561.76	468.19	676.35	728.23	691.20	861.85	204.02	920.80
Smp_034430.1	6.48	8.91	42.70	23.96	45.87	50.46	50.74	40.84	45.16	32.26	38.43
Smp_034450.1	109.81	99.73	90.65	129.41	132.62	71.53	68.27	58.16	65.11	25.17	63.35
Smp_034490.1	728.28	987.29	321.47	425.62	485.34	409.01	418.81	356.65	373.14	379.39	331.88
Smp_034500.1	5.63	3.89	12.93	105.55	157.47	65.03	53.36	24.17	22.51	5.03	19.95
Smp_034530.1	5.16	6.12	14.02	10.54	19.58	30.21	23.68	25.28	23.16	25.98	20.10
Smp_034550.1	3.85	1.11	1125.24	159.38	49.61	107.29	202.64	185.06	278.67	16.98	259.64
Smp_034610.1	0.07	0.04	1.33	3.62	4.87	1.50	0.87	0.82	0.71	0.17	0.78
Smp_034660.1	9.14	4.41	25.13	135.10	94.03	58.23	44.65	44.55	50.74	13.04	51.90
Smp_034660.2	0.45	0.56	2.48	18.33	16.11	11.71	9.85	8.17	7.23	2.39	7.82
Smp_034660.3	0.00	0.00	0.00	5.51	1.67	0.33	1.26	1.19	0.26	0.17	0.26
Smp_034660.4	0.11	0.10	0.57	2.37	1.11	3.01	1.69	0.98	0.83	0.26	0.27
Smp_034670.1	26.79	32.72	9.05	34.23	32.63	34.29	30.96	29.08	26.73	18.16	26.56
Smp_034680.1	2.30	0.35	1.48	0.83	0.82	0.05	0.04	0.11	0.04	0.19	0.01
Smp_034700.1	289.49	220.35	113.33	85.68	168.91	152.96	134.89	140.77	123.40	131.63	115.45
Smp_034840.1	1108.55	2290.36	822.05	1782.46	3837.06	3915.47	4047.96	3734.48	4387.41	1475.61	4435.98
Smp_034850.1	0.15	0.01	1.00	1.61	0.47	0.48	0.49	0.52	0.90	0.08	0.86
Smp_034850.2	2.35	0.31	36.71	24.81	10.88	24.56	33.82	32.60	47.21	8.31	63.90
Smp_034860.1	0.05	0.04	0.98	6.30	5.27	0.90	0.54	0.42	0.25	0.18	0.25
Smp_034870.1	60.91	85.00	78.73	84.35	176.35	189.76	181.99	179.42	200.88	38.84	166.12
Smp_034920.1	0.11	0.02	1.20	0.69	0.62	2.78	2.25	2.57	2.60	1.40	1.91
Smp_034940.1	13.71	9.49	47.28	55.55	62.32	28.55	27.21	21.83	24.57	10.01	27.06
Smp_034940.2	2.60	1.10	23.20	4.50	3.49	6.41	5.02	5.76	5.83	1.34	3.42
Smp_034980.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_034980.2	2.40	1.43	2.84	9.69	8.53	6.40	5.48	4.45	4.39	1.31	3.64
Smp_034980.3	4.46	15.73	27.95	60.24	25.69	11.58	8.10	8.39	8.36	7.27	4.86
Smp_034980.4	10.93	3.33	1.55	0.00	0.00	0.00	0.00	2.30	0.00	0.97	1.30
Smp_034980.5	164.01	136.77	138.00	208.65	175.67	118.33	100.78	104.47	93.32	41.37	82.95
Smp_035000.1	5.33	2.10	22.47	24.49	13.47	22.25	22.39	25.45	22.60	30.86	21.63
Smp_035000.2	0.44	0.26	0.85	0.00	0.49	1.15	1.67	1.33	0.78	0.84	0.55
Smp_035010.1	27.40	7.76	13.99	34.71	24.80	54.53	63.71	62.98	63.58	43.22	65.97
Smp_035020.1	0.71	0.68	2.89	8.65	5.80	1.70	2.11	2.47	2.61	1.64	3.16
Smp_035020.2	25.65	16.19	24.43	80.33	135.30	75.68	79.45	90.02	100.17	54.72	122.04
Smp_035030.1	60.68	73.09	84.91	127.69	125.04	90.48	71.66	72.98	72.67	25.15	54.01
Smp_035040.1	0.17	0.06	0.30	1.70	12.37	22.49	17.66	16.98	20.50	8.40	22.65
Smp_035080.1	3.60	3.84	5.33	8.54	24.20	25.24	20.45	17.84	16.87	17.52	17.98
Smp_035090.1	22.10	14.65	95.70	115.10	107.53	48.94	43.69	38.54	32.19	21.47	30.76
Smp_035090.2	75.58	49.29	126.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_035090.3	21.06	28.77	19.64	22.32	39.61	12.12	7.90	8.79	6.00	1.14	2.95
Smp_035090.4	4.33	3.62	16.92	18.71	19.68	15.54	10.04	10.27	11.00	3.56	6.61
Smp_035110.1	4.34	1.99	13.04	20.33	24.71	22.25	23.10	22.14	26.27	8.07	29.77
Smp_035150.1	62.41	35.03	51.41	59.71	51.11	52.98	48.19	36.22	36.84	23.47	39.89
Smp_035180.1	0.40	0.12	5.24	5.94	16.11	11.63	12.47	6.21	7.62	2.67	12.78
Smp_035180.2	0.00	0.00	0.23	0.00	1.46	2.85	1.77	3.44	3.68	0.17	1.17
Smp_035190.1	4.48	2.10	42.75	112.77	96.76	41.00	33.71	31.96	32.84	6.84	25.61
Smp_035190.2	1.07	0.96	0.38	1.61	2.04	0.13	0.08	0.06	0.07	0.01	0.07
Smp_035190.3	0.21	0.03	1.96	2.64	1.42	0.39	0.22	0.35	0.29	0.02	0.15
Smp_035200.1	6264.04	4238.32	2118.14	2471.74	3939.15	2542.84	2280.64	1990.44	2111.25	1515.56	2170.35
Smp_035210.1	9.12	32.27	19.71	45.89	103.91	356.94	422.39	307.82	415.69	25.34	336.45
Smp_035220.1	4.07	6.35	22.68	4.14	4.77	19.25	17.77	10.82	13.62	2.05	12.39
Smp_035220.2	0.37	0.52	1.64	0.73	0.77	1.71	2.00	1.56	1.61	0.83	1.90
Smp_035220.3	0.15	0.10	2.10	0.43	2.04	4.52	2.97	4.56	4.96	0.62	2.12
Smp_035250.1	1.52	0.05	1.81	0.42	0.46	2.17	3.54	3.50	4.69	1.76	7.78
Smp_035260.1	5.49	13.65	0.00	0.59	8.54	13.59	15.40	17.65	22.03	3.95	24.18
Smp_035260.2	2.05	4.03	0.76	0.39	6.31	12.28	11.15	7.41	7.66	1.61	7.53
Smp_035260.3	5.49	13.65	0.00	0.59	8.54	13.59	15.40	17.65	22.03	3.95	24.18
Smp_035270.1	665.09	483.15	1529.68	238.61	151.15	637.81	599.49	526.58	576.81	377.50	584.80
Smp_035280.1	191.55	142.96	96.67	106.73	133.29	92.56	76.17	67.44	62.91	57.74	62.30
Smp_035290.1	6.84	0.26	8.92	2.46	0.06	3.19	4.76	3.72	3.67	2.11	5.64
Smp_035300.1	53.85	115.56	19.44	82.73	202.34	158.32	176.62	182.76	171.30	182.65	167.13
Smp_035300.2	1.19	2.29	1.45	5.72	13.25	5.35	4.38	4.61	4.26	1.66	2.57
Smp_035310.1	531.65	693.62	777.23	461.87	238.30	278.63	199.34	183.34	164.53	154.46	163.37
Smp_035310.2	0.00	0.00	187.97	182.55	125.22	103.02	55.10	76.21	78.92	31.84	59.76
Smp_035310.3	84.68	68.57	89.05	24.44	28.84	21.86	23.26	21.92	21.71	5.22	13.62
Smp_035360.1	11.10	21.71	6.24	9.78	15.61	17.04	16.39	15.14	14.28	13.48	12.50
Smp_035360.2	11.10	21.71	6.24	9.78	15.61	17.04	16.39	15.14	14.28	13.48	12.50
Smp_035370.1	0.62	0.09	0.65	0.00	0.16	0.39	0.25	0.27	0.29	0.10	0.28
Smp_035370.2	0.32	0.16	0.00	2.06	0.46	0.43	0.36	0.44	0.49	0.19	0.59
Smp_035380.1	0.06	0.01	1.02	1.22	1.14	3.94	3.04	3.16	3.03	0.98	4.52
Smp_035390.1	7.26	7.96	12.68	14.69	19.25	15.16	13.87	11.88	12.64	2.93	11.76
Smp_035410.1	17.04	15.57	10.87	15.41	19.31	33.90	30.18	27.42	29.39	26.10	28.15
Smp_035430.1	144.74	142.55	124.03	243.27	303.99	289.83	274.75	252.28	275.06	102.17	276.67
Smp_035460.1	0.43	0.24	0.68	1.99	1.20	1.74	1.87	2.02	2.24	0.57	1.66
Smp_035460.2	0.43	0.24	0.68	1.99	1.20	1.74	1.87	2.02	2.24	0.57	1.66
Smp_035460.3	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
Smp_035460.4	0.35	0.39	1.49	0.49	0.35	0.37	0.29	0.30	0.40	0.08	0.13
Smp_035460.5	0.26	0.43	3.15	3.44	7.68	3.30	2.61	2.28	1.96	0.79	1.87
Smp_035470.1	138.82	181.50	51.81	86.10	151.49	165.15	152.24	170.31	146.99	206.77	142.05
Smp_035480.1	267.15	155.50	146.27	158.39	112.16	100.94	88.71	73.70	80.77	47.46	87.03
Smp_035500.1	15.27	1.11	9.33	6.03	3.99	15.00	13.31	13.34	14.34	5.47	17.48
Smp_035540.1	1.24	1.58	4.22	4.44	7.13	3.00	2.79	2.66	2.75	1.08	2.73
Smp_035550.1	0.07	0.10	4.69	3.91	0.36	2.24	2.66	1.65	2.07	1.13	2.32
Smp_035560.1	0.02	0.05	12.15	37.37	21.94	129.39	141.28	137.55	134.82	110.13	130.99
Smp_035580.1	15.71	15.76	35.26	64.10	99.65	77.29	79.33	78.20	89.31	22.36	78.60
Smp_035620.1	92.38	55.44	71.42	115.87	166.77	161.04	134.65	137.10	132.04	95.27	143.77
Smp_035650.1	1.09	0.65	8.90	25.33	84.62	9.75	8.61	3.38	3.74	0.57	3.65
Smp_035700.1	0.94	1.85	24.27	28.83	28.27	36.24	30.08	19.45	21.99	13.14	33.37
Smp_035730.1	60.98	58.32	58.60	133.86	189.18	68.55	72.60	79.25	76.77	53.34	95.39
Smp_035790.1	4801.15	5379.33	1072.21	1567.89	2194.73	2581.30	2412.24	2183.42	1936.05	3186.22	1618.34
Smp_035800.1	4176.90	4627.48	1015.84	999.24	643.04	1360.93	1277.72	1227.79	1058.65	1974.87	918.50
Smp_036010.1	0.24	0.08	1.51	2.39	5.69	18.99	13.62	21.38	19.21	11.97	18.23
Smp_036020.1	0.00	0.00	0.05	0.46	1.24	0.06	0.05	0.01	0.03	0.02	0.03
Smp_036020.2	0.37	0.39	3.12	12.27	24.87	3.09	2.59	1.99	2.24	0.47	1.52
Smp_036060.1	8.03	6.33	24.03	74.44	64.29	46.32	44.59	36.41	38.97	21.15	37.49
Smp_036130.1	131.62	67.72	56.49	65.57	86.01	138.93	124.53	95.89	109.04	61.23	113.94
Smp_036180.1	5.79	4.27	26.52	56.85	76.27	35.02	31.10	20.95	22.80	5.08	23.07
Smp_036180.2	0.58	0.24	2.30	2.00	2.49	5.92	5.51	5.46	5.34	4.79	4.99
Smp_036180.3	0.00	0.00	0.37	0.50	1.49	2.81	2.52	1.67	1.09	0.50	2.52
Smp_036180.4	1.48	0.99	6.87	5.56	4.18	0.72	0.87	0.41	1.24	0.18	0.11
Smp_036220.1	1046.95	1099.80	717.13	1124.37	824.89	1462.11	1443.80	1222.24	1290.79	1082.84	1257.05
Smp_036250.1	60.19	52.80	702.28	109.30	97.12	126.41	114.75	123.23	106.76	111.62	116.60
Smp_036270.1	3107.94	2491.04	823.43	681.90	781.85	902.23	748.20	651.80	657.81	591.60	618.89
Smp_036270.2	105.52	143.99	149.35	182.27	99.05	66.76	59.01	49.74	50.04	26.67	45.88
Smp_036370.1	105.82	98.50	94.61	117.70	204.46	117.41	112.79	111.86	121.60	45.89	128.79
Smp_036390.1	106.19	83.32	136.88	104.14	121.03	160.29	147.75	123.72	130.91	80.82	116.26
Smp_036390.2	9.84	4.19	11.86	3.53	9.88	19.56	17.70	15.39	15.93	8.43	13.78
Smp_036390.3	1.57	0.81	3.07	8.44	6.11	5.01	4.69	3.61	3.90	0.97	3.02
Smp_036400.1	854.70	709.01	584.71	354.71	315.82	1026.08	871.52	878.60	862.11	730.53	832.04
Smp_036500.1	4.27	2.67	7.45	47.46	56.91	31.48	39.50	27.97	35.98	13.27	36.60
Smp_036500.2	13.15	11.12	5.84	8.44	8.20	7.65	8.72	5.47	6.16	1.24	5.86
Smp_036500.3	0.19	0.08	0.41	0.09	0.23	0.27	0.31	0.15	0.16	0.02	0.34
Smp_036500.4	0.41	0.24	2.16	4.00	3.55	1.41	1.87	1.40	1.79	0.10	0.97
Smp_036550.1	12.36	20.33	10.29	7.65	11.54	29.17	35.00	24.60	30.43	11.75	35.20
Smp_036590.1	168.85	200.47	104.29	149.69	220.93	141.82	153.73	119.35	132.62	50.31	116.13
Smp_036590.2	168.85	200.47	104.29	149.69	220.93	141.82	153.73	119.35	132.62	50.31	116.13
Smp_036630.1	29.77	19.50	42.41	60.08	36.54	33.42	41.29	27.30	30.09	22.09	37.84
Smp_036670.1	0.90	0.06	2.32	0.30	0.36	27.65	12.11	10.91	5.01	6.52	1.10
Smp_036720.1	0.50	0.15	6.89	7.20	19.75	12.70	11.79	10.51	11.75	4.93	17.08
Smp_036780.1	2.75	3.63	4.24	5.13	3.58	8.54	8.04	5.74	5.67	4.68	5.44
Smp_036920.1	24.19	19.24	12.83	32.04	40.76	62.57	61.10	53.06	54.77	43.33	57.93
Smp_036920.2	2.63	2.66	4.96	10.09	20.38	9.54	7.94	7.64	6.26	4.27	5.39
Smp_036940.1	82.85	109.48	666.31	339.60	414.84	1081.55	1109.52	1015.40	932.29	1254.76	815.65
Smp_036950.1	4.83	4.77	56.75	140.94	159.92	140.30	139.45	123.53	126.75	75.86	135.16
Smp_036980.1	2.00	2.75	7.65	13.48	15.95	7.99	7.78	4.66	4.62	4.06	5.30
Smp_036990.1	5.81	5.25	53.17	91.74	79.11	53.54	56.40	58.58	61.97	18.10	66.83
Smp_036990.2	5.81	5.25	53.17	91.74	79.11	53.54	56.40	58.58	61.97	18.10	66.83
Smp_037120.1	45.79	23.63	68.93	19.05	15.41	51.65	67.04	50.21	69.46	25.33	60.24
Smp_037190.1	81.16	43.63	54.04	41.14	76.88	91.90	126.37	83.45	107.60	42.69	113.42
Smp_037230.1	13.68	48.64	103.84	219.78	258.25	619.02	922.82	782.53	1063.18	88.63	1020.04
Smp_037290.1	43.79	25.61	38.42	23.39	14.43	11.17	10.27	9.33	8.69	7.49	8.39
Smp_037400.1	0.00	3.56	13.34	3.34	33.20	7.18	5.17	6.02	7.95	0.75	7.05
Smp_037400.2	4.43	1.70	0.00	24.53	3.68	10.64	11.65	8.80	6.25	6.65	4.90
Smp_037460.1	61.63	101.73	23.79	30.70	91.56	105.14	102.71	86.31	86.05	72.74	77.50
Smp_037530.1	1.93	2.92	3.57	7.14	4.63	14.86	14.85	12.87	13.53	9.96	12.28
Smp_037540.1	233.45	287.55	186.79	307.16	323.22	298.82	268.56	354.19	306.61	296.94	291.32
Smp_037590.1	20.34	29.07	3.37	6.22	11.15	29.11	19.86	16.91	12.78	10.19	9.91
Smp_037590.2	20.34	29.07	3.37	6.22	11.15	29.11	19.86	16.91	12.78	10.19	9.91
Smp_037640.1	13.73	5.50	26.91	14.35	76.91	57.60	63.13	58.88	62.65	42.15	80.69
Smp_037640.2	41.09	6.72	16.91	9.76	9.02	9.70	14.48	18.47	22.56	7.03	30.91
Smp_037690.1	2.97	5.49	19.54	12.86	36.12	8.40	7.58	4.92	5.35	0.89	10.40
Smp_037700.1	11.34	11.84	8.74	26.71	20.56	28.74	40.99	30.44	37.00	18.02	30.87
Smp_037700.2	107.32	62.93	108.30	298.94	538.71	322.30	465.58	321.13	434.38	215.71	455.57
Smp_037780.1	0.90	1.53	0.63	1.44	7.22	11.71	13.52	13.26	16.23	3.99	20.33
Smp_037900.1	2.03	1.92	4.43	7.58	9.08	12.03	9.86	7.84	8.37	2.65	9.47
Smp_037910.1	48.22	70.82	28.27	44.94	43.23	106.33	118.86	104.99	120.58	68.29	120.85
Smp_037930.1	6.28	5.43	12.51	8.91	16.11	20.08	18.52	14.38	15.16	10.78	15.96
Smp_037960.1	7.61	2.98	15.00	61.06	84.03	60.53	56.42	32.15	40.20	9.18	54.05
Smp_038030.1	30.96	55.65	32.93	65.96	49.36	59.40	62.84	90.54	64.26	141.28	48.72
Smp_038080.1	124.18	209.24	83.21	93.11	146.50	87.00	75.73	73.98	69.77	34.07	66.22
Smp_038100.1	976.98	1614.67	2101.76	644.25	359.99	1488.45	1376.74	1312.09	1391.23	776.76	1231.54
Smp_038140.1	6.17	4.08	15.67	44.20	48.37	26.83	33.93	28.64	31.67	11.95	32.86
Smp_038140.2	1.22	0.58	0.14	3.24	8.76	5.40	3.30	3.88	4.38	2.39	4.29
Smp_038210.1	84.91	60.53	155.80	112.59	68.55	52.36	45.06	52.29	53.12	34.56	61.26
Smp_038240.1	53.94	119.12	24.25	56.42	57.99	69.60	65.73	62.54	53.80	35.54	40.79
Smp_038300.1	84.27	78.73	26.18	28.38	20.52	72.86	65.16	59.25	53.22	79.26	47.60
Smp_038330.1	29.76	14.66	20.53	55.10	87.16	95.92	82.76	84.47	76.03	64.89	76.57
Smp_038340.1	43.02	42.78	43.15	85.04	236.16	116.93	112.36	115.18	121.64	56.52	140.75
Smp_038410.1	1.97	1.17	1.44	15.14	25.90	7.34	7.69	8.29	8.60	3.99	10.51
Smp_038420.1	0.58	0.54	1.23	1.45	1.06	0.89	0.53	0.65	0.65	0.18	0.35
Smp_038420.2	22.92	45.06	28.93	59.55	42.10	43.15	43.60	32.97	34.82	21.18	33.38
Smp_038430.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_038440.1	31.82	8.89	61.48	224.91	100.69	126.87	140.67	121.60	158.54	23.63	190.71
Smp_038510.1	6499.47	8136.15	1322.34	1652.56	2766.27	2110.29	2733.02	1860.97	1974.62	1672.84	1768.40
Smp_038530.1	4.01	1.20	255.23	117.63	27.30	5.64	7.89	9.57	13.02	1.86	16.35
Smp_038540.1	98.63	54.85	113.44	226.41	154.83	57.26	72.63	38.59	45.87	23.29	76.77
Smp_038560.1	3068.55	2766.83	1593.45	1315.88	2397.63	1056.30	1201.37	804.20	910.24	614.53	952.19
Smp_038560.2	114.08	120.93	78.16	241.30	160.78	106.26	158.68	105.29	112.07	57.29	146.12
Smp_038560.3	622.43	614.90	774.31	510.35	289.66	342.10	414.05	281.72	312.23	229.11	349.68
Smp_038630.1	12.22	16.22	41.03	28.74	21.27	16.82	14.75	14.70	15.84	9.72	12.56
Smp_038680.1	70.12	118.81	105.39	337.09	28.37	374.44	353.86	279.26	280.04	265.25	246.22
Smp_038700.1	264.56	214.78	276.25	221.33	88.47	109.99	91.51	107.86	96.03	119.16	128.33
Smp_038710.1	3.86	7.55	13.03	19.11	40.13	93.02	86.89	77.92	74.38	48.54	67.48
Smp_038820.1	6.76	6.95	27.69	34.43	31.88	17.16	18.22	12.71	11.61	7.26	8.93
Smp_038820.2	3.92	4.52	4.92	9.38	8.94	9.56	8.97	8.05	7.23	5.12	8.31
Smp_038830.1	4.86	4.63	6.00	7.75	6.70	8.38	7.90	6.73	7.29	2.07	6.17
Smp_038840.1	7.69	7.36	17.54	23.21	23.57	23.33	25.32	17.80	20.81	9.66	21.48
Smp_038870.1	48.25	59.39	62.45	105.51	96.26	186.33	182.39	171.92	185.42	69.05	164.67
Smp_038930.1	193.26	250.64	63.52	80.99	119.81	118.95	93.82	87.56	80.27	55.97	73.64
Smp_038930.2	1.30	0.76	4.91	7.66	9.37	4.05	2.75	2.35	2.70	0.35	1.40
Smp_038940.1	4.07	3.23	10.25	6.34	2.10	3.69	2.01	2.50	2.49	0.37	0.84
Smp_038940.2	9.47	20.28	8.76	18.70	21.80	12.57	12.39	9.82	10.54	9.84	8.93
Smp_038950.1	431.79	140.50	1987.43	921.39	837.20	1710.80	1942.53	2041.59	2377.89	1089.76	2443.61
Smp_038960.1	21.85	14.61	61.45	466.71	3483.74	657.92	565.04	521.21	602.11	227.55	674.14
Smp_038960.2	2.71	1.83	4.72	18.38	63.96	17.70	15.00	12.73	14.45	3.40	17.15
Smp_038980.1	77.41	65.92	32.59	25.18	15.56	21.20	17.92	15.43	14.83	15.09	14.87
Smp_039000.1	98.21	180.60	160.63	164.51	271.94	631.86	696.13	614.80	679.55	399.53	638.79
Smp_039010.1	0.07	0.32	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_039080.1	2.74	2.44	8.01	6.95	3.69	5.48	5.31	4.00	3.83	1.21	3.98
Smp_039080.2	72.43	69.14	147.26	119.65	278.87	232.32	230.45	161.07	183.28	87.68	216.55
Smp_039130.1	12.12	8.62	152.06	318.18	299.50	65.45	70.08	79.46	87.90	28.18	88.56
Smp_039160.1	0.31	0.18	1.67	0.51	10.60	4.17	3.74	1.53	3.02	0.58	2.79
Smp_039160.2	0.62	0.61	0.00	1.28	8.61	9.87	6.01	5.73	6.74	1.99	5.98
Smp_039160.3	3.34	2.16	13.73	29.34	28.80	21.27	24.92	20.13	20.20	1.40	14.10
Smp_039180.1	28.04	37.42	50.72	113.31	160.93	155.67	139.03	132.22	132.41	82.32	128.58
Smp_039300.1	1.12	2.20	34.69	79.55	270.40	93.06	125.81	85.96	109.47	13.36	110.79
Smp_039390.1	74.56	85.26	38.73	47.94	35.16	81.30	70.43	52.68	52.96	46.28	59.86
Smp_039390.2	21.17	1.99	1.79	4.03	3.27	1.79	1.72	3.57	2.54	1.31	1.70
Smp_039400.1	2609.67	4697.51	1419.77	1023.05	1772.55	2548.49	2663.00	2520.50	2373.75	3490.60	2198.43
Smp_039470.1	0.00	0.00	0.04	0.03	0.00	0.16	0.06	0.08	0.03	0.05	0.00
Smp_039470.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_039490.1	308.66	211.45	245.08	323.56	429.76	201.14	160.18	149.16	142.78	68.76	122.53
Smp_039490.2	1.69	1.07	4.31	17.21	15.30	5.10	5.59	3.77	3.96	0.94	1.88
Smp_039490.3	3.31	1.68	6.24	7.64	12.18	9.02	7.20	7.99	7.60	1.41	5.16
Smp_039590.1	1.08	0.31	0.48	12.77	5.96	4.24	4.51	3.39	4.47	0.83	4.11
Smp_039600.1	0.26	0.16	3.95	7.66	2.82	1.99	1.00	1.75	0.88	1.14	0.52
Smp_039640.1	172.68	129.97	172.21	278.93	154.34	115.40	103.50	91.67	85.93	48.24	80.17
Smp_039640.2	5.81	4.50	8.31	18.66	13.05	4.79	4.02	3.74	3.51	1.12	2.32
Smp_039650.1	57.17	15.56	19.59	35.06	32.14	57.98	49.73	48.93	54.87	19.27	59.27
Smp_039670.1	61.43	3.47	25.34	16.03	21.02	12.64	9.08	19.90	15.60	7.50	5.66
Smp_039670.2	32.25	32.16	76.37	66.73	85.36	40.92	36.09	23.27	24.58	7.25	27.73
